0	81359	163
1	50619	203
2	39274	237
3	33665	271
4	29736	300
5	26971	327
6	24981	354
7	22751	369
8	21877	401
9	20330	414
10	19711	443
11	19063	468
12	18342	489
13	17650	508
14	17455	539
15	17176	567
16	16867	593
17	16647	621
18	16480	650
19	15954	664
20	15709	688
21	15714	723
22	15576	751
23	15475	780
24	15359	808
25	15135	830
26	15034	858
27	14942	886
28	14811	911
29	14698	938
30	14607	965
31	14532	993
32	14284	1009
33	14128	1030
34	14131	1063
35	14059	1090
36	13985	1117
37	13812	1136
38	13761	1164
39	13548	1178
40	13517	1207
41	13473	1235
42	13240	1245
43	13191	1272
44	13009	1286
45	12954	1312
46	12852	1333
47	12819	1361
48	12760	1386
49	12731	1414
50	12708	1443
51	12609	1463
52	12543	1487
53	12415	1503
54	12333	1524
55	12306	1552
56	12267	1578
57	12233	1605
58	12222	1635
59	12210	1665
60	12098	1681
61	12076	1709
62	12001	1730
63	12017	1764
64	11903	1778
65	11972	1820
66	11956	1850
67	11955	1881
68	12101	1937
69	12058	1962
70	12254	2028
71	12310	2070
72	12570	2148
73	12610	2190
74	12552	2215
75	12554	2250
76	12559	2286
77	12580	2325
78	12545	2354
79	12546	2389
80	12574	2430
81	12606	2473
82	12589	2505
83	12506	2525
84	12431	2546
85	12417	2579
86	12410	2614
87	12418	2652
88	12413	2688
89	12427	2727
90	12429	2765
91	12385	2792
92	12364	2825
93	12351	2859
94	12339	2894
95	12325	2928
96	12322	2965
97	12271	2991
98	12256	3026
99	12174	3043
100	12207	3090
101	12159	3116
102	12140	3149
103	12149	3190
104	12134	3225
105	12142	3266
106	12122	3300
107	12053	3320
108	12039	3356
109	12020	3390
110	11983	3419
111	11965	3453
112	11951	3489
113	11927	3522
114	11907	3556
115	11895	3593
116	11872	3626
117	11858	3662
118	11814	3690
119	11801	3726
120	11819	3773
121	11783	3803
122	11778	3842
123	11706	3860
124	11713	3904
125	11685	3936
126	11682	3977
127	11763	4047
128	11743	4083
129	11711	4114
130	11689	4149
131	11694	4194
132	11661	4226
133	11628	4257
134	11550	4271
135	11505	4298
136	11459	4325
137	11443	4362
138	11419	4397
139	11351	4414
140	11307	4441
141	11233	4455
142	11174	4476
143	11136	4504
144	11096	4532
145	11055	4559
146	11015	4587
147	10980	4616
148	10943	4645
149	10902	4672
150	10813	4678
151	10744	4693
152	10732	4732
153	10728	4775
154	10687	4801
155	10620	4816
156	10600	4852
157	10602	4898
158	10571	4929
159	10534	4957
160	10496	4984
161	10463	5015
162	10427	5043
163	10388	5070
164	10318	5082
165	10266	5102
166	10224	5127
167	10172	5147
168	10145	5179
169	10110	5208
170	10073	5235
171	10039	5264
172	9985	5282
173	9949	5310
174	9901	5331
175	9835	5342
176	9778	5358
177	9741	5384
178	9709	5414
179	9676	5443
180	9619	5458
181	9583	5485
182	9561	5519
183	9547	5559
184	9520	5591
185	9489	5620
186	9423	5629
187	9403	5666
188	9348	5680
189	9324	5715
190	9302	5750
191	9258	5771
192	9242	5810
193	9214	5841
194	9197	5880
195	9178	5917
196	9144	5945
197	9104	5969
198	9082	6004
199	9056	6037
200	9031	6071
201	8984	6090
202	8940	6110
203	8907	6138
204	8838	6141
205	8792	6161
206	8761	6189
207	8724	6214
208	8690	6241
209	8659	6270
210	8634	6303
211	8614	6341
212	8592	6377
213	8528	6381
214	8507	6418
215	8508	6471
216	8510	6525
217	8477	6553
218	8443	6580
219	8408	6606
220	8372	6632
221	8340	6660
222	8305	6686
223	8273	6714
224	8241	6743
225	8207	6769
226	8173	6796
227	8143	6826
228	8108	6851
229	8076	6880
230	8036	6901
231	7994	6920
232	7960	6947
233	7919	6966
234	7884	6991
235	7850	7017
236	7799	7028
237	7765	7053
238	7710	7060
239	7678	7088
240	7647	7115
241	7632	7159
242	7602	7188
243	7558	7203
244	7519	7224
245	7476	7240
246	7438	7262
247	7393	7275
248	7362	7303
249	7330	7330
250	7303	7362
251	7274	7391
252	7245	7421
253	7217	7451
254	7185	7478
255	7153	7505
256	7121	7532
257	7091	7560
258	7054	7581
259	7024	7610
260	6991	7635
261	6962	7664
262	6930	7691
263	6884	7700
264	6852	7727
265	6810	7742
266	6779	7769
267	6749	7797
268	6721	7826
269	6686	7849
270	6663	7885
271	6639	7920
272	6614	7954
273	6586	7985
274	6564	8023
275	6519	8032
276	6492	8064
277	6468	8100
278	6431	8119
279	6402	8148
280	6374	8178
281	6345	8208
282	6302	8219
283	6273	8247
284	6244	8277
285	6198	8284
286	6170	8314
287	6135	8334
288	6105	8362
289	6075	8389
290	6045	8416
291	6015	8445
292	5985	8471
293	5954	8498
294	5926	8527
295	5898	8559
296	5871	8590
297	5843	8621
298	5806	8637
299	5777	8666
300	5737	8677
301	5707	8704
302	5666	8715
303	5636	8743
304	5599	8758
305	5554	8761
306	5527	8791
307	5496	8817
308	5456	8827
309	5427	8854
310	5399	8885
311	5381	8930
312	5350	8955
313	5312	8967
314	5284	8997
315	5265	9042
316	5240	9077
317	5212	9106
318	5187	9142
319	5183	9215
320	5174	9279
321	5166	9345
322	5146	9392
323	5131	9446
324	5116	9501
325	5095	9547
326	5079	9600
327	5054	9639
328	5034	9686
329	4995	9697
330	4969	9733
331	4947	9776
332	4913	9797
333	4891	9840
334	4883	9915
335	4856	9950
336	4836	9999
337	4814	10045
338	4783	10071
339	4761	10117
340	4733	10151
341	4712	10200
342	4686	10238
343	4654	10262
344	4628	10301
345	4593	10320
346	4572	10369
347	4552	10423
348	4535	10483
349	4514	10533
350	4495	10589
351	4467	10624
352	4428	10633
353	4402	10675
354	4378	10719
355	4349	10752
356	4323	10793
357	4295	10830
358	4267	10864
359	4236	10893
360	4206	10925
361	4177	10959
362	4144	10981
363	4112	11007
364	4073	11014
365	4036	11025
366	4001	11040
367	3967	11061
368	3932	11076
369	3903	11109
370	3874	11142
371	3844	11173
372	3820	11219
373	3790	11250
374	3752	11257
375	3723	11289
376	3687	11302
377	3656	11329
