378	3626	11359
379	3595	11385
380	3565	11414
381	3526	11417
382	3495	11442
383	3465	11471
384	3434	11499
385	3400	11514
386	3366	11530
387	3336	11559
388	3306	11587
389	3275	11613
390	3245	11642
391	3215	11671
392	3178	11674
393	3148	11702
394	3118	11732
395	3086	11754
396	3054	11771
397	3020	11787
398	2990	11814
399	2964	11857
400	2934	11885
401	2906	11920
402	2877	11954
403	2847	11982
404	2821	12028
405	2799	12092
406	2780	12168
407	2754	12216
408	2726	12255
409	2698	12294
410	2668	12324
411	2638	12354
412	2604	12364
413	2574	12391
414	2544	12422
415	2509	12429
416	2476	12444
417	2446	12471
418	2416	12500
419	2383	12511
420	2352	12538
421	2319	12550
422	2290	12582
423	2257	12593
424	2225	12608
425	2193	12624
426	2163	12655
427	2132	12677
428	2102	12705
429	2072	12731
430	2041	12752
431	2012	12782
432	1982	12812
433	1952	12839
434	1922	12867
435	1892	12893
436	1861	12909
437	1829	12925
438	1799	12952
439	1770	12981
440	1740	13012
441	1711	13041
442	1679	13055
443	1647	13061
444	1617	13088
445	1588	13117
446	1556	13123
447	1526	13150
448	1495	13165
449	1465	13193
450	1436	13222
451	1410	13278
452	1381	13311
453	1351	13338
454	1321	13366
455	1292	13394
456	1263	13424
457	1233	13450
458	1203	13473
459	1173	13500
460	1144	13524
461	1113	13538
462	1082	13545
463	1051	13557
464	1023	13591
465	994	13629
466	965	13668
467	935	13688
468	907	13726
469	878	13760
470	849	13794
471	819	13808
472	792	13887
473	762	13904
474	733	13927
475	704	13974
476	675	14013
477	646	14052
478	617	14087
479	587	14096
480	558	14131
481	528	14162
482	499	14185
483	469	14214
484	440	14244
485	411	14271
486	381	14274
487	351	14303
488	322	14323
489	292	14330
490	262	14345
491	233	14355
492	204	14383
493	175	14413
494	145	14442
495	116	14450
496	87	14497
497	58	14538
498	29	14580
499	0	14617
